pb190,pe021,pl016,rl060,ph050,pb030,rl020,rb240,ph010,pd050,pl040b,pl040a,py080g,pl090,m_k,py020g,pd020,ph060,rl050,pl100,pl145,rb230,ph020,rl010,pl141,pd060,ap,pl060,rb220,hb030,pl051b,pl051a,py130g,py110g,py021g,pe041,py035g,py100g,pd030,rl040,pl111b,ph070,pl111a,pl073,pl150,pl271,pl074,pd070,pl075,py090n,ph030,pl032,pl076,pb205,py050n,py010n,pb200,py090g,sl,py050g,py030g,py010g,pe010,rb090,rb050,pl088,pl089,pl200,rl030,pd080,pl085,ph040,pl086,pl087,pl080,py120n,py140g,objectid,age,py120g
2,,,,,1016090001,,1016090002,2,1,,3,0,0,1,0,1,,,,1,,2,,21,3,6,40,,10160900,,96,2197,0,0,340,100.4,0,1,,,,84,12,2,0,0,1,0,4710.44,3,1,0,1,0,2385.7,1,4710.44,4,0,59.23,3346.62,2,2,104.40657,0,0,14,,1,0,2,0,0,0,454.15,0,1189,41,560.34
2,,,,,1016090002,,1016090001,,1,,3,0,0,1,0,1,,,,1,,1,,21,3,6,40,,10160900,,72,0,0,0,200,963.7,0,1,,,,49,12,2,0,0,1,0,0,3,1,0,1,0,19434.68,1,0,4,0,568.59,32123.45,2,1,104.40657,0,0,17,,1,0,2,0,0,0,4896.29,0,1190,40,6119.09
,,,0,,1016090006,30,,,,,,,,1,,,,0,,,1016090001,,,,,6,,1016090002,10160900,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,4,,,,,1,104.40657,,,,0,,,,,,,,,1191,8,
2,,3,,,1016110001,,1016110002,4,1,3,,0,0,1,0,1,2,,,,,1,,,3,6,,,10161100,74,,0,0,0,700,0,6814.06,1,,86,,,0,,0,0,1,0,0,2,3,0,1,4054.03,0,1,0,4,4054.03,0,0,2,1,88.90698,0,0,35,,1,12,2,0,0,0,0,0,1192,65,0
2,,,,,1016110002,,1016110001,,1,,3,0,0,1,0,1,2,,,2,,1,,21,3,6,18,,10161100,,23,0,0,0,700,0,5369.52,1,,,,90,0,2,0,12,1,0,0,2,1,0,1,0,8295.97,1,0,4,0,165.61,11421.63,2,2,88.90698,0,0,38,,1,0,2,0,0,0,0,0,1193,65,0
1,,,,,1016130001,,,2,1,,3,0,0,1,0,1,,,,1,,2,,21,1,6,40,,10161300,,93,0,0,0,600,509.06,0,1,,,,84,12,2,0,0,1,0,0,3,1,0,2,0,11080.02,3,0,4,0,300.35,16818.74,2,1,310.16266,0,0,12,,1,0,,0,0,0,0,0,1194,34,0
2,,,,,1016150001,,1016150002,2,1,,2,0,0,1,0,1,2,,,1,,2,,,1,6,40,,10161500,,11,0,0,0,700,0,5737.8,1,,,,47,0,,0,0,1,12,0,3,1,0,1,5000,0,1,0,4,5150,0,0,2,1,86.00391,0,0,39,,1,0,,0,0,0,0,0,1195,66,0
2,,3,,,1016150002,,1016150001,3,1,3,,0,0,1,0,1,2,,,,,1,,,1,6,,,10161500,52,,0,0,0,340,0,4217.19,1,,47,,,0,,36,0,1,0,0,3,3,0,1,0,0,1,0,4,0,0,0,2,2,86.00391,0,0,29,,1,12,2,0,0,0,0,0,1196,66,0
4,,3,,,1016160001,,,4,2,3,,0,0,1,0,3,,,,,,1,,,3,6,,,10161600,91,,0,418.68,0,100,0,7239.6,3,,,,,0,,,0,3,0,0,1,3,0,2,0,0,3,0,4,0,0,0,2,2,74.92261,0,0,51,,3,12,2,0,0,0,0,0,1197,89,0
1,,3,,,1016160002,,,,2,3,,0,0,1,0,2,1,,,,1016160001,1,,,2,6,,,10161600,93,,0,0,0,350,0,0,2,,22,1,,0,,,0,2,0,0,2,2,0,2,0,0,3,0,4,0,0,0,2,1,74.92261,0,0,10,,3,0,2,0,0,12,0,0,1198,54,0
4,,1,,,1016170001,,,4,3,,,0,0,1,0,1,,,,,,1,,,3,6,,,10161700,,,0,418.68,0,600,0,5989.32,1,,,,,0,,,0,1,0,0,1,3,0,2,0,0,3,0,4,0,0,0,2,2,42.11369,0,0,,,3,12,2,0,0,0,0,0,1199,95,0
5,,3,,,1016220001,,,3,1,3,,0,0,1,0,1,,,,,,1,,,1,6,,,10162200,43,,0,0,0,700,0,10677.24,1,,,,,0,,,9,1,0,0,3,3,0,2,0,1342.2,3,0,4,0,31.28,1767.2,2,2,83.16709,0,0,52,,1,3,2,0,0,0,0,0,1200,78,0
5,,,,,1016230001,,,3,1,,3,0,0,1,0,1,2,,,1,,2,,21,3,6,40,,10162300,,75,0,0,0,340,126.15,0,1,,,,64,12,2,0,0,1,0,4613.05,3,1,0,2,0,2370.91,3,4865.02,4,0,74.43,3364,2,1,237.42155,0,0,20,,1,0,2,0,0,0,0,0,1201,51,0
1,,,,2,1016270001,,,3,1,,3,0,0,1,0,1,1,,,1,,1,,21,2,6,40,,10162700,,93,0,0,0,350,0,0,1,,,1,96,5,2,14,0,1,0,1835.8,3,1,0,2,0,3490.08,3,1835.8,4,0,111.35,5145.38,2,1,220.04987,0,0,20,,1,0,1,0,0,7,150.59,0,1202,61,176.52
1,,3,,2,1016360001,,,3,1,3,,0,0,1,0,1,,,,,,1,,,1,5,,,10163600,21,,0,0,0,450,0,9973.32,1,,82,,,0,,0,0,1,0,0,3,3,0,2,0,0,3,0,5,0,0,0,2,2,23.54873,0,0,47,,3,12,1,0,0,0,0,0,1203,74,0
1,,3,,2,1016360002,,,,1,3,,0,0,1,0,1,,,,,,1,,,1,5,,,10163600,43,,0,0,0,340,0,7315.32,1,,,,,0,,,0,1,0,0,3,3,0,2,0,0,3,0,5,0,0,0,2,2,23.54873,0,0,40,,3,12,1,0,0,0,0,0,1204,82,0
2,,,,,1016390001,,1016390002,3,1,,3,0,0,1,0,1,2,,,1,,2,,21,3,5,40,,10163900,,52,0,0,0,450,0,0,1,,,,41,12,2,0,0,1,0,1253.16,3,1,0,1,0,7560,1,1253.16,5,0,120.26,9264.94,2,2,92.45808,0,0,45,,1,0,2,0,0,0,0,0,1205,63,0
2,,,,,1016390002,,1016390001,,1,,3,0,0,1,0,1,,,,1,,2,,21,3,5,40,,10163900,,81,0,0,0,450,0,0,1,,,,96,12,2,0,0,1,0,0,3,1,0,1,0,14988.96,1,0,5,0,427.2,24135.78,2,1,92.45808,0,0,42,,1,0,2,0,0,0,1492.08,0,1206,62,1830.69
2,,,,,1016420001,,1016420002,3,1,,2,0,0,1,0,1,2,,,1,,1,,,1,5,40,,10164200,,52,2271.6,0,0,700,0,0,1,,,,47,0,,0,0,1,12,0,2,1,0,1,6957.2,0,1,0,5,7000,0,0,2,2,96.5038,0,0,38,,1,0,2,0,0,0,0,0,1207,62,0
2,,3,,2,1016420002,,1016420001,,1,3,,0,0,1,0,1,,,,,,1,,,1,5,,,10164200,72,,0,0,0,450,0,0,1,,45,,,8,,0,0,1,0,2404.34,2,6,0,1,0,3180.55,1,2404.34,5,0,73.99,4180.13,2,1,96.5038,0,4,43,,1,0,1,0,0,0,158.97,0,1208,64,189.76
5,,3,,,1016480001,,,3,1,3,,0,0,1,0,3,,,,,,1,,,1,5,,,10164800,54,,0,0,0,450,0,4867.08,1,,,,,0,,,0,1,0,0,3,3,0,2,0,0,3,0,5,0,0,0,2,2,133.29958,0,0,31,,1,12,2,0,0,0,0,0,1209,75,0
1,,,,,1016480002,,,,1,,3,0,0,1,0,1,2,,,1,1016480001,2,,21,1,5,40,,10164800,,54,0,0,0,350,433.61,0,1,,,,84,12,2,0,0,1,0,0,3,1,0,2,0,9627.34,3,0,5,0,255.83,14104.84,2,1,133.29958,0,0,9,,1,0,2,0,0,0,0,0,1210,41,0
5,,3,,,1016490001,,,3,1,3,,0,0,1,0,1,2,,,,,1,,,2,5,,,10164900,96,,2588.16,0,0,450,0,0,1,,81,,,0,,60,0,1,0,0,2,2,0,2,0,0,3,0,5,0,0,0,2,1,132.71479,0,0,15,,1,0,2,0,0,12,0,0,1211,58,0
5,,3,,,1016500002,,1016500003,,1,3,,0,0,1,0,1,2,,,,,1,,,3,5,,,10165000,96,,0,0,0,450,0,6018,1,,85,,,5,,0,0,1,0,0,2,3,0,1,12.35,7261.84,2,0,5,13,176.55,9856.18,2,1,36.771,0,0,47,,1,7,2,0,0,0,419.53,0,1212,68,519.78
5,,,,,1016500003,,1016500002,3,1,,3,0,0,1,0,1,2,,,1,,2,,21,1,5,40,,10165000,,23,0,0,0,700,0,0,1,,,,47,12,1,0,0,1,0,0,3,1,0,1,552.5,21365.45,2,0,5,650,654.08,35714.31,2,2,36.771,0,0,40,,1,0,2,0,0,0,0,0,1213,63,0
5,,3,,,1016510002,,,,3,3,,0,0,1,0,3,,,,,,1,,,3,5,,,10165100,,,0,0,0,340,0,7776.96,1,,,,,0,,,0,3,0,0,1,3,0,2,0,0,3,0,5,0,0,0,2,2,24.67512,0,0,42,,3,12,2,0,0,0,0,0,1214,90,0
3,,,,,1016510005,,,3,1,,3,0,0,1,0,1,,,,2,1016510002,2,,21,2,5,30,,10165100,,52,0,0,0,350,79.38,0,1,,,,46,0,2,,0,3,0,0,3,1,0,2,218,2100,3,0,5,218,68.38,2893.99,2,2,24.67512,0,0,,,1,0,2,0,0,12,0,0,1215,54,0
2,,3,,2,1016530001,,1016530002,,1,3,,0,0,1,0,1,,,,,,1,,,3,5,,,10165300,54,,0,0,0,700,0,8391.65,1,,,,,0,,,0,1,0,0,2,3,0,1,0,0,1,0,5,0,0,0,2,1,50.11131,0,0,30,,1,12,1,0,0,0,0,0,1216,75,0
2,,3,,2,1016530002,,1016530001,3,1,3,,0,0,1,0,1,,,,,,1,,,1,5,,,10165300,21,,0,0,0,700,0,11059.56,1,,42,,,0,,0,0,1,0,0,3,3,0,1,0,0,1,0,5,0,0,0,2,2,50.11131,0,0,46,,1,12,1,0,0,0,0,0,1217,72,0
4,,,,,1016560002,,,4,3,,3,0,0,1,0,1,,,,1,,1,,21,3,5,40,,10165600,,91,0,1359.14,0,450,0,7968.72,1,,,,87,12,2,0,0,1,0,0,3,1,0,2,0,7560,3,0,5,0,160.4,10156.3,2,2,48.90799,0,0,49,,1,0,2,0,0,0,1316.25,0,1218,70,1654.53
5,,,,,1016570001,,,2,3,,3,0,0,1,0,1,2,,,1,,2,,21,3,5,40,,10165700,,,0,0,0,600,0,0,1,,,,,12,2,0,0,1,0,0,3,1,0,2,0,2666.67,3,0,5,0,58.63,3312.63,2,1,421.04274,0,0,10,,1,0,,0,0,0,0,0,1219,38,0
2,,3,,,1016580001,,1016580002,3,1,3,,0,0,1,0,1,,,,,,1,,,1,5,,,10165800,31,,0,0,0,340,0,6964.44,1,,,,,0,,,0,1,0,0,3,3,0,1,0,0,1,0,5,0,0,0,2,2,49.66834,0,0,41,,1,12,2,0,0,0,0,0,1220,77,0
2,,,,,1016580002,,1016580001,,1,,3,0,0,1,0,1,,,4,2,,1,,21,3,5,10,,10165800,,12,0,0,0,450,0,11976.76,1,,,,46,12,1,,0,1,0,0,2,1,0,1,0,6213.46,1,0,5,0,167.61,9469.4,2,1,49.66834,0,0,65,,1,0,2,0,0,0,0,0,1221,82,0
4,,3,,2,1016590001,,,,1,3,,0,0,1,0,3,,,,,,1,,,2,5,,,10165900,22,,0,418.68,0,600,0,4878.12,1,,,,,0,,,0,2,0,0,2,3,0,2,0,0,3,0,5,0,0,0,2,2,33.13442,0,0,40,,3,12,1,0,0,0,0,0,1222,86,0
1,,,,2,1016590002,,,3,1,,3,0,0,1,0,2,1,,,1,1016590001,2,,21,2,5,40,,10165900,,41,0,0,0,450,0,0,3,,,1,31,12,2,0,0,2,0,0,3,1,0,2,0,10492.53,3,0,5,0,226.25,15603.42,2,2,33.13442,0,0,22,,1,0,1,0,0,0,0,0,1223,55,0
2,,3,,,1016600001,,1016600002,3,3,3,,0,0,1,0,1,,,,,,1,,,3,5,,,10166000,91,,0,0,0,450,0,5019.72,1,,84,,,0,,0,0,1,0,0,2,3,0,1,0,0,1,0,5,0,0,0,2,2,57.25359,0,0,36,,1,12,2,0,0,0,0,0,1224,69,0
2,,3,,,1016600002,,1016600001,,3,3,,0,0,1,0,1,,,,,,1,,,3,5,,,10166000,93,,0,0,0,450,0,6126,1,,16,,,0,,0,0,1,0,0,1,3,0,1,0,0,1,0,5,0,0,0,2,1,57.25359,0,0,32,,1,12,2,0,0,0,0,0,1225,70,0
5,,3,,,1016620001,,,2,3,3,,0,0,1,0,3,,,,,,1,,,3,5,,,10166200,23,,0,0,0,700,0,9566.19,1,,,,,0,,,0,1,0,0,2,3,0,2,0,0,3,0,5,0,0,0,2,2,79.72982,0,0,46,,3,12,2,0,0,0,0,0,1226,93,0
2,,1,,,1016640001,,1016640002,4,3,,,0,0,1,0,2,,,,,,1,,,3,5,,,10166400,,,0,0,0,340,0,7999.92,2,,,,,0,,0,0,3,0,0,1,3,0,1,0,0,1,0,5,0,0,0,2,2,61.72965,0,0,,,1,12,2,0,0,0,0,0,1227,66,0
2,,1,,,1016640002,,1016640001,,3,,,0,0,1,0,2,,,,,,1,,,3,5,,,10166400,,,0,0,0,340,0,4261.68,2,,,,,0,,,0,3,0,0,2,3,0,1,0,0,1,0,5,0,0,0,2,1,61.72965,0,0,,,1,12,2,0,0,0,0,0,1228,68,0
1,,1,,,1016650001,,,,3,,,0,0,1,0,1,2,,,,1016650002,1,,,3,5,,,10166500,,,4043.73,0,0,0,0,0,1,,,,,0,,0,0,3,0,0,2,4,0,2,0,0,3,0,5,0,0,0,2,2,73.75596,0,0,,,3,0,2,12,0,0,0,0,1229,37,0
5,,3,,,1016650002,,,3,3,3,,0,0,1,0,1,2,,,,,1,,,3,5,,,10166500,91,,5442.6,0,0,340,0,0,1,,81,,,0,,0,0,3,0,0,2,4,0,2,0,384.97,3,0,5,0,8.46,478.22,2,2,73.75596,0,0,28,,1,0,2,12,0,0,0,0,1230,60,0
4,,3,,,1016660001,,,3,3,3,,0,0,1,0,1,,,,,,1,,,3,5,,,10166600,75,,0,418.68,0,340,0,5461.44,1,,,,,0,,,0,1,0,0,3,3,0,2,0,0,3,0,5,0,0,0,2,2,91.96027,0,0,28,,3,12,2,0,0,0,0,0,1231,87,0
2,,3,,,1016680001,,1016680002,2,1,3,,0,0,1,0,1,2,,,,,2,,,1,5,,,10166800,26,,0,0,0,700,0,8051.88,1,,18,,,0,,0,0,1,0,0,3,3,0,1,0,0,1,0,5,0,0,0,2,2,52.4759,0,0,42,,1,12,2,0,0,0,0,0,1232,74,0
2,,3,,,1016680002,,1016680001,3,1,3,,0,0,1,0,1,,,,,,1,,,1,5,,,10166800,31,,0,0,0,700,0,9077.76,1,,,,,0,,,0,1,0,0,3,3,0,1,0,0,1,0,5,0,0,0,2,1,52.4759,0,0,42,,1,12,2,0,0,0,0,0,1233,80,0
4,,3,,,1016690001,,,3,1,3,,0,0,1,0,1,,,,,,1,,,2,5,,,10166900,73,,0,593.36,0,340,0,5347.08,1,,,,,0,,,0,2,0,0,2,3,0,2,0,0,3,0,5,0,0,0,2,2,93.99314,0,0,34,,3,12,2,0,0,0,0,0,1234,81,0
4,,3,,,1016740001,,,3,1,3,,0,0,1,0,1,,,,,,2,,,3,5,,,10167400,91,,0,418.68,0,340,0,8709.72,1,,,,,0,,,0,1,0,0,3,3,0,2,0,0,3,0,5,0,0,0,2,2,42.43339,0,0,39,,1,12,2,0,0,0,0,0,1235,83,0
4,,3,,2,1016760001,,,4,1,3,,0,0,1,0,1,,,,,,1,,,1,5,,,10167600,52,,0,418.68,0,340,0,5311.2,1,,,,,0,,,0,1,0,0,2,3,0,2,0,0,3,0,5,0,0,0,2,2,98.00083,0,0,38,,1,12,1,0,0,0,0,0,1236,77,0
4,,3,,,1016770001,,,3,1,3,,0,0,1,0,1,,,,,,2,,,1,5,,,10167700,23,,0,418.68,0,700,0,9164.48,1,,85,,,9,,0,0,1,0,0,3,3,0,2,0,6898.78,3,0,5,0,198.88,10766.34,2,2,51.98664,0,0,39,,1,3,2,0,0,0,0,0,1237,64,0
5,,,,,1016810001,,,3,3,,2,0,0,1,0,1,,,,1,,2,,,3,5,48,,10168100,,52,0,0,0,600,446.69,0,1,,,,47,0,,0,0,1,12,0,3,1,0,2,1831.37,0,3,0,5,2450,0,0,2,2,129.72977,0,0,22,,1,0,2,0,0,0,0,0,1238,56,0
3,,,,,1016840002,,,2,1,,3,0,0,1,0,1,1,,,2,,2,,21,1,5,12,,10168400,,23,0,0,0,600,171.49,0,1,,,8,70,0,2,36,12,2,0,1901.33,3,1,0,2,712.5,3738.95,3,1901.33,5,750,82.89,5716.49,2,2,59.41998,0,0,8,,1,0,2,0,0,0,0,1901.33,1239,53,0
1,,,,,1016850001,,,2,1,,3,0,0,1,0,1,2,,,1,,2,,21,3,5,40,,10168500,,31,0,0,0,450,0,7939.92,1,,,,87,12,2,0,0,1,0,0,3,1,0,2,0,8378.83,3,0,5,0,264.38,12010.36,2,2,108.60973,0,0,42,,1,0,2,0,0,0,0,0,1240,65,0
2,,,,,1016860001,,1016860003,3,3,,3,0,0,1,0,1,,,,1,,2,,21,3,5,40,,10168600,,71,0,0,0,600,450.61,0,1,,,,94,12,2,0,0,1,0,0,3,1,0,1,0,13200,1,0,5,0,265.86,17849.47,2,1,310.16232,0,0,22,,1,0,2,0,0,0,327.6,0,1241,48,394.66
,,,,,1016860002,,,,,,,,,1,,,,,,,1016860003,,,,,5,,1016860001,10168600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,310.16232,,,,,,,,,,,,,1242,14,
2,,,,,1016860003,,1016860001,,3,,3,0,0,1,0,1,,,,1,,2,,21,3,5,40,,10168600,,53,0,0,0,340,370.11,0,1,,,,86,12,2,0,0,1,0,0,3,1,0,1,0,8766.72,1,0,5,0,178.89,12337.31,2,2,310.16232,0,0,10,,1,0,2,0,0,0,154.06,0,1243,40,181.39
1,35,1,,,1016860004,,,,1,,,0,0,1,0,1,,,,,1016860003,2,,,1,5,,1016860001,10168600,,,3055.08,0,0,200,0,0,1,,,,,0,,0,0,3,0,0,3,5,0,2,0,0,3,0,5,0,0,0,1,1,310.16232,0,0,,,1,0,2,0,12,0,0,0,1244,21,0
5,,3,,,1016880001,,,3,1,3,,0,0,1,0,3,,,,,,2,,,2,5,,,10168800,75,,0,0,0,450,0,8417.62,1,,13,,,12,,0,0,1,0,0,3,3,0,2,0,6361.81,3,0,5,0,176.94,8840.23,2,2,105.55984,0,0,46,,1,0,2,0,0,0,0,0,1245,64,0
2,,,,,1016890001,,1016890002,1,1,,3,0,0,1,0,1,2,,,1,,2,,21,1,5,40,,10168900,,13,0,0,0,600,811.29,0,1,,,,49,12,1,0,0,1,0,0,3,1,0,1,0,21600,1,0,5,0,478.66,31830.66,2,1,109.83331,0,0,25,,1,0,2,0,0,0,0,0,1246,50,0
2,,,,,1016890002,,1016890001,,1,,3,0,0,1,0,1,2,,,1,,2,,21,1,5,40,,10168900,,22,0,0,0,600,702.71,0,1,,,,85,12,2,0,0,1,0,0,3,1,0,1,0,14579.22,1,0,5,0,414.6,23423.53,2,2,109.83331,0,0,32,,1,0,2,0,0,0,0,0,1247,53,0
1,20,1,,,1016890003,,,,1,,,0,0,1,0,1,2,,,,1016890002,2,,,1,5,,1016890001,10168900,,,0,0,0,100,0,0,1,,,,,0,,0,0,1,0,0,3,5,0,2,0,0,3,0,5,0,0,0,1,1,109.83331,0,0,,,1,0,2,0,12,0,0,0,1248,17,0
,,,,,1016890004,,,,,,,,,1,,,,,,,1016890002,,,,,5,,1016890001,10168900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,109.83331,,,,,,,,,,,,,1249,14,
2,,,,,1016910001,,1016910002,2,1,,2,0,0,1,0,1,,,,1,,2,,,1,5,40,,10169100,,72,0,0,0,450,245.7,0,1,,,,33,0,,0,0,1,12,0,3,1,0,1,6670.35,0,1,0,5,9100,0,0,2,1,68.5424,0,0,29,,1,0,,0,0,0,0,0,1250,46,0
2,,,,,1016910002,,1016910001,,,,,0,0,1,0,,,,,1,,,,,,5,,,10169100,,,0,0,0,,495.54,0,,,,,,12,,,0,,0,0,,1,0,1,0,10922.39,1,0,5,0,292.37,16518.04,2,2,68.5424,0,0,,,,0,,0,0,0,222.31,0,1251,46,262.29
2,,3,,,1016920001,,1016920002,3,3,1,,0,0,1,0,1,,,,,,1,,,2,5,,,10169200,26,,0,0,0,600,0,5015.04,1,,32,,,0,,0,0,2,0,0,1,3,0,1,335.29,8268.32,1,0,5,352.94,182.99,11365.92,2,1,43.70065,0,0,20,,1,12,2,0,0,0,0,0,1252,68,0
2,,,,,1016920002,,1016920001,3,2,,3,0,0,1,0,1,,,,1,,2,,21,2,5,40,,10169200,,91,0,0,0,340,0,0,3,,,,36,12,2,0,0,2,0,0,3,1,0,1,0,7615.04,1,0,5,0,162.81,10112.1,2,2,43.70065,0,0,8,,1,0,,0,0,0,0,0,1253,56,0
1,,,,,1016930001,,,2,1,,3,0,0,1,0,1,2,,,1,,2,,21,3,5,40,,10169300,,94,0,0,0,450,333.51,0,1,,,,85,12,2,0,0,1,0,0,3,1,0,2,0,8042.16,3,0,5,0,196.77,11024.46,2,2,54.32888,0,0,35,,1,0,2,0,0,0,0,0,1254,55,0
2,,,,,1016970001,,1016970002,,1,,3,0,0,1,0,1,,,,1,,1,,21,3,5,40,,10169700,,83,0,0,0,450,0,0,1,,,,47,12,2,0,0,1,0,0,3,1,0,1,0,11247.02,1,0,5,0,308.21,17198.92,2,1,67.41013,0,0,41,,1,0,2,0,0,0,0,0,1255,62,0
2,,3,,2,1016970002,,1016970001,3,1,3,,0,0,1,0,1,,,,,,1,,,2,5,,,10169700,21,,0,0,0,450,0,0,1,,74,,,0,,0,0,1,0,3672.7,3,3,0,1,0,0,1,3672.7,5,0,0,0,2,2,67.41013,0,0,37,,1,12,1,0,0,0,0,0,1256,63,0
5,,3,,,1016990001,,,3,1,3,,0,0,1,0,1,2,,,,,1,,,3,6,,,10169900,83,,0,0,0,450,0,5495.88,1,,49,,,0,,0,0,1,0,0,3,3,0,2,0,0,3,0,6,0,0,0,2,1,85.56407,0,0,35,,3,12,,0,0,0,0,0,1257,67,0
4,,3,,,1017010002,,,5,1,3,,0,0,1,0,3,,,,,,1,,,1,5,,,10170100,31,,0,1550.45,0,450,0,11875.57,1,,,,,0,,,0,1,0,0,1,3,0,2,0,0,3,0,5,0,0,0,2,1,50.9621,0,0,44,,1,12,2,0,0,0,0,0,1258,80,0
5,,3,,,1017040001,,,5,2,3,,0,0,1,0,2,,,,,,1,,,2,5,,,10170400,75,,0,0,0,450,0,4643.67,1,,47,,,0,,0,0,2,0,0,1,3,0,2,0,0,3,0,5,0,0,0,2,2,87.65345,0,0,29,,3,12,2,0,0,0,0,0,1259,74,0
2,,3,,,1017060001,,1017060002,,2,3,,0,0,1,0,1,,,,,,1,,,2,5,,,10170600,93,,0,0,0,450,0,6985.68,1,,23,,,0,,0,0,1,0,0,1,4,0,1,0,942.66,1,0,5,0,11.52,1302,2,1,70.85718,0,0,43,,1,0,2,12,0,0,0,0,1260,65,0
2,,,,,1017060002,,1017060001,2,1,,3,0,0,1,0,1,,,,1,,2,,21,2,5,40,,10170600,,53,0,0,0,340,0,0,1,,,,86,12,2,0,0,1,0,0,3,1,0,1,0,10791.36,1,0,5,0,255.9,15754.39,2,2,70.85718,0,0,44,,1,0,,0,0,0,1278.08,0,1261,61,1592.82
4,,3,,,1017070001,,,2,1,3,,0,0,1,0,1,,,,,,2,,,3,5,,,10170700,73,,0,418.68,0,450,0,5673,1,,,,,0,,,0,1,0,0,3,3,0,2,0,0,3,0,5,0,0,0,2,1,148.05146,0,0,39,,3,12,2,0,0,0,0,0,1262,76,0
5,,,,2,1017100002,,,3,1,,3,0,0,1,0,1,2,,,1,,2,,21,1,5,40,,10171000,,75,0,0,0,450,754.47,0,1,,,,8,12,2,0,0,1,0,0,3,1,0,2,0,14743.73,3,0,5,0,445.13,24062.45,2,2,69.40174,0,0,37,,1,0,1,0,0,0,670.68,0,1263,59,818.77
5,,3,,,1017110001,,,4,3,3,,0,0,1,0,1,,,,,,1,,,3,5,,,10171100,23,,0,0,0,600,0,5777.4,1,,,,,0,,,0,1,0,0,1,3,0,2,0,0,3,0,5,0,0,0,2,2,86.68376,0,0,34,,3,12,2,0,0,0,0,0,1264,90,0
5,,,,,1017130001,,,2,1,,3,0,0,1,0,1,,,,1,,2,,21,1,5,40,,10171300,,52,0,0,0,600,1237.32,0,1,,,,43,12,2,0,0,1,0,0,3,1,0,2,0,24952.47,3,0,5,0,730.02,41243.77,2,2,110.99841,0,0,19,,1,0,2,0,0,0,0,0,1265,38,0
,,,1,,1017130003,30,,,,,,,,1,,,,0,,,1017130001,,,,,5,,,10171300,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,5,,,,,1,110.99841,,,,0,,,,,,,,,1266,12,
2,,3,,,1017180001,,1017180002,3,1,2,,0,0,1,0,1,,,,,,1,,,3,5,,,10171800,52,,0,0,0,450,0,5386.56,1,,,,,0,,,0,1,0,0,2,3,0,1,0,0,1,0,5,0,0,0,2,2,53.35946,0,0,40,,1,12,2,0,0,0,0,0,1267,76,0
2,,3,,,1017180002,,1017180001,3,1,2,,0,0,1,0,1,,,,,,1,,,3,5,,,10171800,11,,0,0,0,700,0,8948.28,1,,,,,0,,,0,1,0,0,2,3,0,1,27.62,0,1,0,5,27.62,0,0,2,1,53.35946,0,0,43,,1,12,2,0,0,0,0,0,1268,78,0
5,,3,,,1017190001,,,3,3,3,,0,0,1,0,1,,,,,,1,,,3,5,,,10171900,26,,0,0,0,600,0,7748.4,1,,,,,0,,,0,2,0,0,2,3,0,2,0,0,3,0,5,0,0,0,2,2,90.87945,0,0,47,,2,12,2,0,0,0,0,0,1269,85,0
2,,,,,1017210002,,1017210003,,3,,3,0,0,1,0,1,,,,1,,2,,21,3,5,40,,10172100,,43,0,0,0,600,608.87,0,1,,,,86,12,2,0,0,3,0,0,3,1,0,1,322.3,13788.54,1,0,5,379.2,440.42,21423.71,2,1,164.45253,0,0,35,,1,0,,0,0,0,0,0,1270,53,0
2,,,,,1017210003,,1017210002,2,3,,3,0,0,1,0,1,,,,1,1017210006,2,,21,1,5,40,1017210004,10172100,,13,0,0,0,700,1079.91,0,1,,,,88,12,2,0,0,1,0,0,3,1,0,1,0,22133.71,1,0,5,0,521.96,35997.34,2,2,164.45253,0,0,35,,1,0,,0,0,0,0,0,1271,52,0
2,,3,,,1017210004,,1017210006,,3,3,,0,0,1,0,1,2,,,,,1,,,3,5,,,10172100,71,,0,0,0,100,0,10444.92,1,,,,,0,,,0,1,0,0,2,3,0,1,0,0,1,0,5,0,0,0,2,1,164.45253,0,0,,,1,12,2,0,0,0,0,0,1272,80,0
2,,3,,,1017210006,,1017210004,3,3,3,,0,0,1,0,1,2,,,,,1,,,3,5,,,10172100,24,,0,0,0,450,0,6068.88,1,,,,,0,,,0,1,0,0,1,3,0,1,0,0,1,0,5,0,0,0,2,2,164.45253,0,0,,,1,12,2,0,0,0,0,0,1273,80,0
1,60,1,,,1017210007,,,2,1,,,0,0,1,0,1,2,,,,1017210003,2,,,1,5,,1017210002,10172100,,,0,0,0,344,0,0,1,,,,,0,,0,0,1,0,0,3,5,0,2,0,718.97,3,0,5,0,1.01,718.97,1,2,164.45253,0,0,,,1,0,2,0,12,0,0,0,1274,20,0
4,,3,,2,1017220001,,,3,1,3,,0,0,1,0,1,2,,,,,1,,,1,5,,,10172200,23,,0,418.68,0,700,0,9511.35,1,,85,,,0,,0,0,1,0,0,2,3,0,2,0,0,3,0,5,0,0,0,2,2,103.77076,0,0,35,,1,12,1,0,0,0,0,0,1275,67,0
